Customer_ID,Modelo,Revisiones,Prob_Churn,Riesgo,Valor,C_n,Costes_op,Margen_bruto,CLTV,Accion,Descuento,Inversion_accion,Margen_neto,Margen_neto_pct,ROI,Revenue_at_Risk,PVP,Conversion_rate
104382,I,0,0.0946,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,235.93,33863,0.5
106901,B,0,0.5103,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,857.13,17113,0.4
103859,A,0,0.7231,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1154.52,13494,0.4
100074,I,0,0.0487,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,121.46,29446,0.5
108095,B,0,0.0911,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,153.02,19342,0.5
107836,I,0,0.0819,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,204.26,36634,0.5
96300,B,0,0.4304,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,722.92,20066,0.38
100927,I,0,0.0513,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,127.94,27379,0.5
100141,H,0,0.2587,Bajo,Alto,388.3,23.298,365.002,2451.21,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,634.13,20671,0.5
104364,B,0,0.1176,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,197.53,22940,0.5
105450,B,0,0.1391,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,233.64,23321,0.5
69278,B,0,0.061,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,102.46,17305,0.5
106226,B,0,0.3258,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,547.23,22518,0.38
102207,B,0,0.5458,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,916.75,18719,0.4
106634,I,0,0.0733,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,182.81,30182,0.5
101942,B,0,0.3069,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,515.48,17305,0.38
108450,I,0,0.072,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,179.57,25147,0.5
56627,I,0,0.0675,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,168.34,29446,0.5
40268,A,0,0.3865,Medio,Bajo,267.5,8.025,259.475,1596.63,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,617.1,14099,0.38
108378,I,0,0.0406,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,101.26,28667,0.5
108255,C,0,0.5091,Alto,Bajo,303.6,18.216,285.384,1916.53,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,975.71,23542,0.4
105329,B,0,0.1721,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,289.07,22465,0.5
100745,D,0,0.4277,Medio,Alto,319.0,19.14,299.86,2013.74,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,861.28,24004,0.38
101484,A,0,0.2865,Bajo,Bajo,267.5,8.025,259.475,1596.63,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,457.43,17524,0.5
106040,I,0,0.063,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,157.12,26624,0.5
107591,B,0,0.1584,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,266.06,20089,0.5
103223,B,0,0.5312,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,892.23,19731,0.4
103722,B,0,0.2645,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,444.27,23439,0.5
101201,I,0,0.0973,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,242.66,35404,0.5
104758,D,0,0.3975,Medio,Alto,319.0,19.14,299.86,2013.74,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,800.46,24579,0.38
107250,B,0,0.4666,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,783.72,17512,0.38
101451,D,0,0.3587,Medio,Alto,319.0,19.14,299.86,2013.74,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,722.33,24004,0.38
91382,B,0,0.4135,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,694.54,18299,0.38
102026,D,0,0.1463,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,294.61,27160,0.5
103600,I,0,0.0835,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,208.25,33856,0.5
104413,D,0,0.1461,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,294.21,30377,0.5
105642,B,0,0.199,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,334.25,21610,0.5
106648,I,0,0.0434,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,108.24,30330,0.5
106910,A,0,0.7112,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1135.52,11004,0.4
79306,I,0,0.0377,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,94.02,25953,0.5
10627,J,0,0.3144,Medio,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Fidelizacion Activa,64.35,84.35,306.04,0.7134,1.378721991701245,824.27,30246,0.38
103232,I,0,0.0635,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,158.37,28667,0.5
107402,A,0,0.2378,Bajo,Bajo,267.5,8.025,259.475,1596.63,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,379.68,15195,0.5
107842,D,0,0.5901,Alto,Alto,319.0,19.14,299.86,2013.74,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1188.31,21553,0.42
102890,B,0,0.5482,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,920.78,19453,0.4
105434,I,0,0.0407,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,101.5,29446,0.5
101753,K,0,0.0532,Bajo,Alto,451.00000000000006,40.59,410.4100000000001,2756.15,Mantenimiento Preventivo,36.08,46.08,364.33,0.8078,3.953233506944444,146.63,33874,0.5
83449,B,0,0.1101,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,184.93,18751,0.5
101208,A,0,0.637,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1017.05,11004,0.4
103503,I,0,0.0471,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,117.47,28405,0.5
100896,J,0,0.1949,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,510.97,33675,0.5
100184,D,0,0.5202,Alto,Alto,319.0,19.14,299.86,2013.74,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1047.55,24004,0.42
107407,I,0,0.1374,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,342.67,33250,0.5
29676,I,0,0.1245,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,310.5,24274,0.5
103475,A,0,0.6173,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,985.6,13529,0.4
105881,B,0,0.3647,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,612.57,19614,0.38
102147,A,0,0.5776,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,922.21,13094,0.4
104175,B,0,0.2711,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,455.35,19455,0.5
102542,B,0,0.3477,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,584.01,21531,0.38
101286,B,0,0.2628,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,441.41,19234,0.5
103583,B,0,0.5117,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,859.48,19453,0.4
106208,H,0,0.1626,Bajo,Alto,388.3,23.298,365.002,2451.21,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,398.57,21403,0.5
102634,C,0,0.0725,Bajo,Bajo,303.6,18.216,285.384,1916.53,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,138.95,20621,0.5
49039,I,0,0.0663,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,165.35,26838,0.5
103270,C,0,0.338,Medio,Bajo,303.6,18.216,285.384,1916.53,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,647.79,23452,0.38
104623,B,0,0.0845,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,141.93,19829,0.5
104408,I,0,0.0318,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,79.31,28667,0.5
101352,I,0,0.1286,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,320.73,23913,0.5
49878,C,0,0.6114,Alto,Bajo,303.6,18.216,285.384,1916.53,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,1171.77,22814,0.4
101777,I,0,0.0429,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,106.99,30330,0.5
107881,I,0,0.0569,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,141.91,27379,0.5
102800,D,0,0.0657,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,132.3,30078,0.5
108146,C,0,0.5581,Alto,Bajo,303.6,18.216,285.384,1916.53,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,1069.62,22399,0.4
105528,I,0,0.0908,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,226.45,26495,0.5
19663,I,0,0.033,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,82.3,26495,0.5
103993,D,0,0.3926,Medio,Alto,319.0,19.14,299.86,2013.74,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,790.59,20936,0.38
103216,J,0,0.1704,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,446.74,34448,0.5
103034,B,0,0.4119,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,691.85,19994,0.38
102963,H,0,0.2304,Bajo,Alto,388.3,23.298,365.002,2451.21,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,564.76,20671,0.5
100454,D,0,0.5229,Alto,Alto,319.0,19.14,299.86,2013.74,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1052.98,24411,0.42
105137,B,0,0.0565,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,94.9,18299,0.5
100694,C,0,0.609,Alto,Bajo,303.6,18.216,285.384,1916.53,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,1167.17,23293,0.4
100776,B,0,0.1919,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,322.32,19994,0.5
106418,J,0,0.2219,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,581.76,30892,0.5
100225,B,0,0.224,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,376.24,19472,0.5
105546,I,0,0.1039,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,259.12,26885,0.5
101622,H,0,0.2949,Bajo,Alto,388.3,23.298,365.002,2451.21,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,722.86,20273,0.5
50125,D,0,0.509,Alto,Alto,319.0,19.14,299.86,2013.74,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1024.99,21393,0.42
103199,C,0,0.434,Medio,Bajo,303.6,18.216,285.384,1916.53,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,831.77,23465,0.38
103876,C,0,0.2378,Bajo,Bajo,303.6,18.216,285.384,1916.53,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,455.75,21979,0.5
105436,J,0,0.082,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,214.98,34133,0.5
100312,B,0,0.2343,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,393.54,25792,0.5
108286,E,0,0.4463,Medio,Alto,335.5,20.130000000000003,315.37,2117.9,Fidelizacion Activa,50.32,70.32,245.05,0.7304,1.324217861205916,945.22,22764,0.38
103490,A,0,0.697,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1112.85,11004,0.4
102595,I,0,0.0309,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,77.06,29064,0.5
57523,D,0,0.0451,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,90.82,24321,0.5
103520,I,0,0.1068,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,266.36,36771,0.5
101934,C,0,0.3561,Medio,Bajo,303.6,18.216,285.384,1916.53,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,682.48,24045,0.38
102200,C,0,0.2614,Bajo,Bajo,303.6,18.216,285.384,1916.53,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,500.98,25893,0.5
101067,A,0,0.7295,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1164.74,11475,0.4
107684,B,0,0.3515,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,590.4,19172,0.38
106988,I,0,0.0267,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,66.59,29446,0.5
104231,D,0,0.1856,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,373.75,26794,0.5
19570,B,0,0.0875,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,146.97,18299,0.5
103504,B,0,0.6142,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1031.64,19172,0.4
33508,A,0,0.6528,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1042.28,13738,0.4
105827,D,0,0.2086,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,420.07,24004,0.5
103137,A,0,0.1895,Bajo,Bajo,267.5,8.025,259.475,1596.63,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,302.56,13056,0.5
106781,I,0,0.0585,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,145.9,25514,0.5
107240,B,0,0.3303,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,554.79,18579,0.38
105620,I,0,0.0943,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,235.18,35464,0.5
102926,B,0,0.0953,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,160.07,20470,0.5
101042,B,0,0.4988,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,837.81,20511,0.38
108488,I,0,0.0569,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,141.91,30330,0.5
13990,B,0,0.4916,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,825.72,19552,0.38
104545,J,0,0.2514,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,659.1,30262,0.5
105563,I,0,0.0344,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,85.79,30330,0.5
104579,A,0,0.5803,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,926.52,13301,0.4
107025,D,0,0.0507,Bajo,Alto,319.0,19.14,299.86,2013.74,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,102.1,27626,0.5
100017,J,0,0.1886,Bajo,Alto,429.00000000000006,38.61000000000001,390.39,2621.71,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,494.45,34808,0.5
51719,B,0,0.627,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1053.14,18579,0.4
101795,I,0,0.0522,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,130.19,30330,0.5
105175,I,0,0.0129,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,32.17,28405,0.5
105501,C,0,0.1699,Bajo,Bajo,303.6,18.216,285.384,1916.53,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,325.62,23744,0.5
105217,A,0,0.5078,Alto,Bajo,267.5,8.025,259.475,1596.63,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,810.77,13094,0.4
100985,I,0,0.0613,Bajo,Alto,408.1,36.729,371.371,2493.98,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,152.88,34974,0.5
106417,B,0,0.2196,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1679.65,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,368.85,22086,0.5
101823,E,0,0.3643,Medio,Alto,335.5,20.130000000000003,315.37,2117.9,Fidelizacion Activa,50.32,70.32,245.05,0.7304,1.324217861205916,771.55,22764,0.38
