Customer_ID,Modelo,Revisiones,Prob_Churn,Riesgo,Valor,C_n,Costes_op,Margen_bruto,CLTV,Accion,Descuento,Inversion_accion,Margen_neto,Margen_neto_pct,ROI,Revenue_at_Risk
105114,I,0,0.0694,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,157.347844
104382,I,0,0.0946,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,214.48279600000004
106901,B,0,0.5103,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,801.053631
103859,A,0,0.7231,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1078.988127
100074,I,0,0.0487,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,110.41556200000001
108095,B,0,0.0911,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,143.006047
107836,I,0,0.0819,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,185.68859400000002
96300,B,0,0.4304,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,675.629008
100927,I,0,0.0513,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,116.310438
100141,H,0,0.2587,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,576.4793189999999
104364,B,0,0.1176,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,184.604952
105450,B,0,0.1391,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,218.355007
69278,B,0,0.061,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,95.75596999999999
106226,B,0,0.3258,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,511.431066
102207,B,0,0.5458,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,856.7804659999999
106634,I,0,0.0733,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,166.19015800000003
101942,B,0,0.3069,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,481.762413
108450,I,0,0.072,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,163.24272
56627,I,0,0.0675,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,153.04005000000004
40268,A,0,0.3865,Medio,Bajo,267.5,8.025,259.475,1492.17,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,576.723705
108378,I,0,0.0406,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,92.050756
108255,C,0,0.5091,Alto,Bajo,303.6,18.216,285.384,1742.3,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,887.00493
105329,B,0,0.1721,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,270.157417
100745,D,0,0.4277,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,782.981836
101484,A,0,0.2865,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,427.506705
106040,I,0,0.063,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,142.83738000000002
107591,B,0,0.1584,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,248.65156800000003
103223,B,0,0.5312,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,833.861824
103722,B,0,0.2645,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,415.204165
101201,I,0,0.0973,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,220.604398
104758,D,0,0.3975,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,727.6953000000001
107250,B,0,0.4666,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,732.454682
101451,D,0,0.3587,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,656.6649160000001
91382,B,0,0.4135,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,649.099895
102026,D,0,0.1463,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,267.82848400000006
103600,I,0,0.0835,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,189.31621000000004
104413,D,0,0.1461,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,267.462348
105642,B,0,0.199,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,312.38423
106648,I,0,0.0434,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,98.39908400000002
106910,A,0,0.7112,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1061.2313040000001
79306,I,0,0.0377,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,85.475702
10627,J,0,0.3144,Medio,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Fidelizacion Activa,64.35,84.35,306.04,0.7134,1.378721991701245,749.331528
103232,I,0,0.0635,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,143.97101
107402,A,0,0.2378,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,354.838026
107842,D,0,0.5901,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1080.2842679999999
102890,B,0,0.5482,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,860.547914
105434,I,0,0.0407,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,92.277482
101753,K,0,0.0532,Bajo,Alto,451.00000000000006,40.59,410.4100000000001,2505.59,Mantenimiento Preventivo,36.08,46.08,364.33,0.8078,3.953233506944444,133.297388
83449,B,0,0.1101,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,172.831677
101208,A,0,0.637,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,950.51229
103503,I,0,0.0471,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,106.78794600000002
100896,J,0,0.1949,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,464.51881299999997
100184,D,0,0.5202,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,952.319736
107407,I,0,0.1374,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,311.521524
29676,I,0,0.1245,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,282.27387000000004
103475,A,0,0.6173,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,921.116541
105881,B,0,0.3647,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,572.495119
102147,A,0,0.5776,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,861.8773920000001
104175,B,0,0.2711,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,425.564647
102542,B,0,0.3477,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,545.809029
101286,B,0,0.2628,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,412.535556
103583,B,0,0.5117,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,803.2513090000001
106208,H,0,0.1626,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,362.33296199999995
102634,C,0,0.0725,Bajo,Bajo,303.6,18.216,285.384,1742.3,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,126.31674999999998
49039,I,0,0.0663,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,150.31933800000002
103270,C,0,0.338,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,588.8974000000001
104623,B,0,0.0845,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,132.645565
104408,I,0,0.0318,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,72.09886800000001
101352,I,0,0.1286,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,291.569636
49878,C,0,0.6114,Alto,Bajo,303.6,18.216,285.384,1742.3,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,1065.24222
101777,I,0,0.0429,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,97.265454
107881,I,0,0.0569,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,129.00709400000002
102800,D,0,0.0657,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,120.27567599999999
108146,C,0,0.5581,Alto,Bajo,303.6,18.216,285.384,1742.3,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,972.3776300000001
105528,I,0,0.0908,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,205.86720800000003
19663,I,0,0.033,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,74.81958000000002
103993,D,0,0.3926,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,718.724968
103216,J,0,0.1704,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,406.126248
103034,B,0,0.4119,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,646.588263
102963,H,0,0.2304,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,513.416448
100454,D,0,0.5229,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,957.2625720000001
105137,B,0,0.0565,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,88.692005
100694,C,0,0.609,Alto,Bajo,303.6,18.216,285.384,1742.3,Retencion Estandar,66.79,101.79,183.59,0.6047,0.7214461145495629,1061.0607
100776,B,0,0.1919,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,301.238863
106418,J,0,0.2219,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,528.8698029999999
100225,B,0,0.224,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,351.62848
105546,I,0,0.1039,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,235.56831400000004
101622,H,0,0.2949,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,657.146313
50125,D,0,0.509,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,931.8161200000001
103199,C,0,0.434,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,756.1582
103876,C,0,0.2378,Bajo,Bajo,303.6,18.216,285.384,1742.3,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,414.31894
105436,J,0,0.082,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,195.43634
100312,B,0,0.2343,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,367.79711100000003
108286,E,0,0.4463,Medio,Alto,335.5,20.13,315.37,1925.37,Fidelizacion Activa,50.32,70.32,245.05,0.7304,1.324217861205916,859.2926309999999
103490,A,0,0.697,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1040.04249
102595,I,0,0.0309,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,70.058334
57523,D,0,0.0451,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,82.563668
103520,I,0,0.1068,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,242.14336800000004
101934,C,0,0.3561,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,620.43303
102200,C,0,0.2614,Bajo,Bajo,303.6,18.216,285.384,1742.3,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,455.43722
101067,A,0,0.7295,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1088.538015
107684,B,0,0.3515,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,551.774155
106988,I,0,0.0267,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,60.53584200000001
104231,D,0,0.1856,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,339.774208
19570,B,0,0.0875,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,137.354875
103504,B,0,0.6142,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,964.1527339999999
33508,A,0,0.6528,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,974.0885760000001
105827,D,0,0.2086,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,381.87984800000004
103137,A,0,0.1895,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,282.766215
106781,I,0,0.0585,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,132.63471
107240,B,0,0.3303,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,518.4950309999999
105620,I,0,0.0943,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,213.802618
102926,B,0,0.0953,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,149.59908099999998
101042,B,0,0.4988,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,783.0012760000001
108488,I,0,0.0569,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,129.00709400000002
13990,B,0,0.4916,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,771.698932
104545,J,0,0.2514,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,599.179218
105563,I,0,0.0344,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,77.993744
104579,A,0,0.5803,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,865.9062510000001
107025,D,0,0.0507,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,92.815476
100017,J,0,0.1886,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,449.50358199999994
51719,B,0,0.627,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,984.2457899999999
101795,I,0,0.0522,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,118.35097200000001
105175,I,0,0.0129,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,29.247654000000004
105501,C,0,0.1699,Bajo,Bajo,303.6,18.216,285.384,1742.3,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,296.01677
105217,A,0,0.5078,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,757.7239260000001
100985,I,0,0.0613,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,138.98303800000002
106417,B,0,0.2196,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,344.72149199999996
101823,E,0,0.3643,Medio,Alto,335.5,20.13,315.37,1925.37,Fidelizacion Activa,50.32,70.32,245.05,0.7304,1.324217861205916,701.412291
100150,B,0,0.5502,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,863.687454
107119,A,0,0.4228,Medio,Bajo,267.5,8.025,259.475,1492.17,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,630.8894760000001
105790,D,0,0.3681,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,673.873308
49512,B,0,0.6067,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,952.379459
103126,B,0,0.2417,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,379.413409
